age,gender,status,country,platforms,main_platform,second_platform,daily_time_cat,day_moments,activities,mood_impact,emotions,self_esteem_impact,stop_scrolling_reason,anxiety_score,anxiety_more_usage,anxiety_after,sleep_difficulties,phone_before_sleep,failed_reduction,time_loss,notification_compulsion,productivity_impact,guilt_after_use,self_control_score,usage_is_healthy,improvement_wish,daily_time_numeric,use_morning,use_afternoon,use_evening,use_night,cycle_trigger_numeric,cycle_outcome_numeric,risk_sleep,risk_timeloss,risk_notification,risk_guilt,risk_failed_reduction,risk_productivity,total_risk_points,risk_score
25,Male,Étudiant(e),Tunisia,"['TikTok','X']",TikTok,X,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,95
22,Male,Étudiant(e),France,"['Instagram','TikTok']",TikTok,Instagram,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Anxieux(se)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le temps,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Female,Étudiant(e),USA,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Réduire la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,95
24,Male,Étudiant(e),Lebanon,"['Instagram','TikTok','X']",Instagram,TikTok,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Female,Étudiant(e),Tunisia,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,96
22,Female,Étudiant(e),France,"['TikTok','Instagram','YouTube']",TikTok,Instagram,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Anxieux(se)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le soir,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Male,Étudiant(e),USA,"['TikTok','Instagram','X']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,97
24,Female,Étudiant(e),Lebanon,"['Instagram','TikTok']",Instagram,TikTok,2–3 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,2.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Male,Étudiant(e),Tunisia,"['TikTok','YouTube','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,95
22,Male,Étudiant(e),France,"['Instagram','TikTok']",TikTok,Instagram,2–3 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Stressé(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le temps,2.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Female,Étudiant(e),USA,"['TikTok','Instagram','YouTube']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Réduire la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,96
24,Male,Étudiant(e),Lebanon,"['Instagram','TikTok','X']",Instagram,TikTok,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Female,Étudiant(e),Tunisia,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,97
45.0,Female,Employé(e),France,"['Facebook', 'Instagram']",Facebook,Instagram,2–3 heures,"['Matin', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés']",3.0,"['Calme']",Non,"Il se fait tard / je dois dormir, Je me rends compte que j’ai autre chose à faire",3,Parfois,Diminue,Parfois,Souvent,Parfois,Parfois,Parfois,2.0,Rarement,5.0,Oui,"Limiter le scroll le soir",2.5,1,0,1,0,1,-1,0.5,0.5,0.5,0.25,0.5,0.0,2.25,37.5
52.0,Male,Employé(e),Lebanon,"['Facebook', 'Whatsapp']",Facebook,Whatsapp,1–2 heures,"['Après-midi', 'Soir']","['Envoi de messages privés', 'Travail / veille professionnelle']",4.0,"['Neutre']",Non,"On m’interrompt (appel, message, quelqu’un qui me parle)",4,Parfois,Diminue,Rarement,Tous les soirs,Non,Parfois,Parfois,1.0,Rarement,5.0,Je ne sais pas,"Moins consulter les notifications",1.5,0,1,1,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
60.0,Female,Retraité(e),France,"['Facebook', 'Youtube']",Youtube,Facebook,1–2 heures,"['Matin', 'Après-midi']","['Scrolling / consommation passive', 'Divertissement / vidéos']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Réduire le temps total",1.5,1,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
41.0,Male,Employé(e),USA,"['LinkedIn', 'Youtube']",LinkedIn,Youtube,1–2 heures,"['Matin', 'Après-midi']","['Travail / veille professionnelle', 'Divertissement / vidéos']",4.0,"['Motivé(e)']",Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",3,Parfois,Diminue,Rarement,Parfois,Non,Parfois,Parfois,3.0,Rarement,6.0,Oui,"Mieux organiser les moments d’usage",1.5,1,1,0,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
47.0,Female,Employé(e),Tunisia,"['Instagram', 'Facebook']",Instagram,Facebook,2–3 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Divertissement / vidéos']",2.0,"['Calme']",Non,"Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Diminue,Parfois,Tous les soirs,Oui,Souvent,Souvent,3.0,Parfois,4.0,Je ne sais pas,"Ne pas scroller après 23h",2.5,0,0,1,1,2,-1,0.5,1.0,1.0,0.5,1.0,0.0,4.0,66.66666666666666
55.0,Male,Employé(e),France,"['Facebook', 'Instagram']",Facebook,Instagram,30 min – 1 heure,"['Matin']","['Scrolling / consommation passive']",1.0,"['Neutre']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Réduire les notifications",0.75,1,0,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
63.0,Female,Retraité(e),Lebanon,"['Facebook', 'Youtube']",Facebook,Youtube,2–3 heures,"['Après-midi']","['Divertissement / vidéos', 'Scrolling / consommation passive']",2.0,"['Détendu(e)']",Non,"Je me rends compte que j’ai autre chose à faire (tâches perso)",3,Parfois,Diminue,Rarement,Parfois,Non,Parfois,Parfois,1.0,Rarement,5.0,Oui,"Limiter les vidéos longues",2.5,0,1,0,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
44.0,Male,Employé(e),USA,"['LinkedIn', 'X']",LinkedIn,X,1–2 heures,"['Matin', 'Soir']","['Travail / veille professionnelle', 'Actualités']",4.0,"['Neutre']",Non,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Parfois,Diminue,Parfois,Souvent,Parfois,Parfois,Parfois,2.0,Parfois,5.0,Je ne sais pas,"Gérer mieux le temps",1.5,1,0,1,0,1,-1,0.5,0.5,0.5,0.5,0.5,0.0,2.5,41.66666666666667
49.0,Female,Employé(e),France,"['Instagram', 'Pinterest']",Instagram,Pinterest,1–2 heures,"['Soir']","['Inspiration / contenu créatif', 'Scrolling / consommation passive']",3.0,"['Inspiré(e)']",Non,"Il se fait tard / je dois dormir",2,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Rarement,1.0,Rarement,6.0,Oui,"Arrêter plus tôt le soir",1.5,0,0,1,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
58.0,Male,Employé(e),Tunisia,"['Facebook', 'Youtube']",Youtube,Facebook,3–4 heures,"['Après-midi', 'Soir']","['Divertissement / vidéos', 'Scrolling / consommation passive']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e), Il se fait tard / je dois dormir",4,Oui,Diminue,Parfois,Tous les soirs,Oui,Souvent,Souvent,3.0,Parfois,4.0,Je ne sais pas,"Réduire le temps total",3.5,0,1,1,0,2,-1,0.5,1.0,1.0,0.5,1.0,0.0,4.0,66.66666666666666
42.0,Female,Employé(e),Lebanon,"['Instagram', 'Facebook']",Instagram,Facebook,1–2 heures,"['Matin', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés']",3.0,"['Neutre']",Non,"On m’interrompt (appel, message, quelqu’un qui me parle)",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Parfois,1.0,Rarement,5.0,Oui,"Moins utiliser le soir",1.5,1,0,1,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
46.0,Male,Employé(e),France,"['LinkedIn', 'Instagram']",LinkedIn,Instagram,1–2 heures,"['Matin', 'Après-midi']","['Travail / veille professionnelle', 'Scrolling / consommation passive']",4.0,"['Motivé(e)']",Non,"Je me rends compte que j’ai autre chose à faire",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter l’usage pro hors horaires",1.5,1,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
54.0,Female,Employé(e),USA,"['Facebook', 'Instagram']",Facebook,Instagram,2–3 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Divertissement / vidéos']",2.0,"['Détendu(e)']",Non,"Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Diminue,Parfois,Tous les soirs,Oui,Souvent,Souvent,4.0,Parfois,4.0,Non,"Réduire le scroll nocturne",2.5,0,0,1,1,2,-1,0.5,1.0,1.0,0.5,1.0,0.0,4.0,66.66666666666666
61.0,Male,Retraité(e),France,"['Youtube', 'Facebook']",Youtube,Facebook,2–3 heures,"['Après-midi']","['Divertissement / vidéos']",2.0,"['Calme']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",3,Parfois,Diminue,Rarement,Parfois,Non,Parfois,Rarement,0.0,Rarement,6.0,Oui,"Limiter la durée des vidéos",2.5,0,1,0,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
43.0,Female,Employé(e),Tunisia,"['Instagram', 'Tiktok']",Tiktok,Instagram,2–3 heures,"['Soir']","['Divertissement / vidéos', 'Scrolling / consommation passive']",3.0,"['Neutre']",Non,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Parfois,Diminue,Parfois,Souvent,Parfois,Parfois,Parfois,2.0,Parfois,5.0,Je ne sais pas,"Limiter les sessions longues",2.5,0,0,1,0,1,-1,0.5,0.5,0.5,0.5,0.5,0.0,2.5,41.66666666666667
57.0,Male,Employé(e),Lebanon,"['Facebook', 'Whatsapp']",Whatsapp,Facebook,1–2 heures,"['Matin', 'Après-midi']","['Envoi de messages privés']",3.0,"['Calme']",Non,"On m’interrompt (appel, message, quelqu’un qui me parle)",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Moins regarder les notifications",1.5,1,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
50.0,Female,Employé(e),France,"['Instagram', 'Pinterest']",Pinterest,Instagram,1–2 heures,"['Après-midi', 'Soir']","['Inspiration / contenu créatif', 'Scrolling / consommation passive']",3.0,"['Inspiré(e)']",Non,"Je me rends compte que j’ai autre chose à faire, Il se fait tard / je dois dormir",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Rarement,1.0,Rarement,6.0,Oui,"Limiter le soir",1.5,0,1,1,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
48.0,Male,Employé(e),USA,"['LinkedIn', 'Youtube']",LinkedIn,Youtube,1–2 heures,"['Matin']","['Travail / veille professionnelle']",4.0,"['Motivé(e)']",Non,"Je me rends compte que j’ai autre chose à faire",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter l’usage pro",1.5,1,0,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
62.0,Female,Retraité(e),France,"['Facebook', 'Youtube']",Facebook,Youtube,2–3 heures,"['Après-midi']","['Divertissement / vidéos', 'Scrolling / consommation passive']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",3,Parfois,Diminue,Rarement,Parfois,Non,Parfois,Rarement,0.0,Rarement,6.0,Oui,"Limiter les vidéos",2.5,0,1,0,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
53.0,Male,Employé(e),Tunisia,"['Facebook', 'Youtube']",Facebook,Youtube,2–3 heures,"['Soir']","['Divertissement / vidéos']",2.0,"['Calme']",Non,"Il se fait tard / je dois dormir",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Parfois,1.0,Rarement,6.0,Oui,"Arrêter plus tôt",2.5,0,0,1,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
56.0,Female,Employé(e),Lebanon,"['Instagram', 'Facebook']",Instagram,Facebook,1–2 heures,"['Soir']","['Scrolling / consommation passive']",2.0,"['Neutre']",Non,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Parfois,Diminue,Parfois,Souvent,Parfois,Parfois,Parfois,2.0,Parfois,5.0,Je ne sais pas,"Limiter le scroll",1.5,0,0,1,0,1,-1,0.5,0.5,0.5,0.5,0.5,0.0,2.5,41.66666666666667
64.0,Male,Retraité(e),France,"['Youtube']",Youtube,,1–2 heures,"['Après-midi']","['Divertissement / vidéos']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter la durée",1.5,0,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
41.0,Female,Employé(e),USA,"['Instagram', 'Facebook']",Instagram,Facebook,2–3 heures,"['Matin', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés']",3.0,"['Calme']",Non,"Il se fait tard / je dois dormir",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Parfois,1.0,Rarement,5.0,Oui,"Moins utiliser le soir",2.5,1,0,1,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
42.0,Male,Employé(e),France,"['LinkedIn', 'X']",X,LinkedIn,1–2 heures,"['Matin']","['Actualités', 'Travail / veille professionnelle']",4.0,"['Neutre']",Non,"Je me rends compte que j’ai autre chose à faire",3,Parfois,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter les actus",1.5,1,0,0,0,1,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
67.0,Female,Retraité(e),Lebanon,"['Facebook', 'Youtube']",Facebook,Youtube,2–3 heures,"['Après-midi']","['Divertissement / vidéos']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",3,Parfois,Diminue,Rarement,Parfois,Non,Parfois,Rarement,0.0,Rarement,6.0,Oui,"Moins de vidéos",2.5,0,1,0,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
59.0,Male,Employé(e),Tunisia,"['Facebook', 'Instagram']",Facebook,Instagram,2–3 heures,"['Soir']","['Scrolling / consommation passive']",2.0,"['Calme']",Non,"Il se fait tard / je dois dormir",4,Oui,Diminue,Parfois,Tous les soirs,Oui,Souvent,Souvent,3.0,Parfois,4.0,Non,"Réduire le soir",2.5,0,0,1,0,2,-1,0.5,1.0,1.0,0.5,1.0,0.0,4.0,66.66666666666666
46.0,Female,Employé(e),France,"['Instagram', 'Youtube']",Youtube,Instagram,1–2 heures,"['Soir']","['Divertissement / vidéos', 'Scrolling / consommation passive']",3.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Rarement,1.0,Rarement,6.0,Oui,"Limiter les vidéos tard",1.5,0,0,1,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
51.0,Male,Employé(e),USA,"['LinkedIn', 'Youtube']",LinkedIn,Youtube,1–2 heures,"['Matin', 'Après-midi']","['Travail / veille professionnelle']",4.0,"['Motivé(e)']",Non,"Je me rends compte que j’ai autre chose à faire",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter hors travail",1.5,1,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
44.0,Female,Employé(e),Lebanon,"['Facebook', 'Whatsapp']",Whatsapp,Facebook,1–2 heures,"['Après-midi', 'Soir']","['Envoi de messages privés']",3.0,"['Neutre']",Non,"On m’interrompt (appel, message, quelqu’un qui me parle)",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Parfois,1.0,Rarement,5.0,Oui,"Moins consulter",1.5,0,1,1,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
65.0,Male,Retraité(e),France,"['Youtube', 'Facebook']",Youtube,Facebook,2–3 heures,"['Après-midi']","['Divertissement / vidéos']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter la durée",2.5,0,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
43.0,Male,Employé(e),France,"['Instagram', 'Facebook']",Instagram,Facebook,2–3 heures,"['Soir']","['Scrolling / consommation passive', 'Envoi de messages privés']",3.0,"['Calme']",Non,"Il se fait tard / je dois dormir",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Parfois,1.0,Rarement,5.0,Oui,"Arrêter plus tôt",2.5,0,0,1,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
58.0,Female,Employé(e),USA,"['Facebook', 'Instagram']",Facebook,Instagram,2–3 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive']",2.0,"['Neutre']",Non,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Diminue,Parfois,Tous les soirs,Oui,Souvent,Souvent,4.0,Parfois,4.0,Non,"Réduire le nocturne",2.5,0,0,1,1,2,-1,0.5,1.0,1.0,0.5,1.0,0.0,4.0,66.66666666666666
47.0,Male,Employé(e),Tunisia,"['Facebook', 'Youtube']",Youtube,Facebook,3–4 heures,"['Après-midi', 'Soir']","['Divertissement / vidéos', 'Scrolling / consommation passive']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",4,Oui,Diminue,Parfois,Tous les soirs,Oui,Souvent,Souvent,3.0,Parfois,4.0,Je ne sais pas,"Réduire le temps",3.5,0,1,1,0,2,-1,0.5,1.0,1.0,0.5,1.0,0.0,4.0,66.66666666666666
66.0,Female,Retraité(e),Lebanon,"['Facebook', 'Youtube']",Facebook,Youtube,2–3 heures,"['Après-midi']","['Divertissement / vidéos']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",3,Parfois,Diminue,Rarement,Parfois,Non,Parfois,Rarement,0.0,Rarement,6.0,Oui,"Moins de vidéos",2.5,0,1,0,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
45.0,Male,Employé(e),France,"['LinkedIn', 'Youtube']",LinkedIn,Youtube,1–2 heures,"['Matin']","['Travail / veille professionnelle']",4.0,"['Motivé(e)']",Non,"Je me rends compte que j’ai autre chose à faire",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter l’usage pro",1.5,1,0,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
52.0,Female,Employé(e),Tunisia,"['Instagram', 'Facebook']",Instagram,Facebook,2–3 heures,"['Soir']","['Scrolling / consommation passive']",3.0,"['Calme']",Non,"Il se fait tard / je dois dormir",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Parfois,1.0,Rarement,5.0,Oui,"Arrêter plus tôt",2.5,0,0,1,0,1,-1,0.25,0.5,0.5,0.25,0.0,0.0,1.5,25
61.0,Male,Retraité(e),France,"['Youtube', 'Facebook']",Youtube,Facebook,2–3 heures,"['Après-midi']","['Divertissement / vidéos']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter la durée",2.5,0,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
57.0,Female,Employé(e),USA,"['Facebook', 'Instagram']",Instagram,Facebook,2–3 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive']",2.0,"['Neutre']",Non,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Diminue,Parfois,Tous les soirs,Oui,Souvent,Souvent,4.0,Parfois,4.0,Non,"Réduire le nocturne",2.5,0,0,1,1,2,-1,0.5,1.0,1.0,0.5,1.0,0.0,4.0,66.66666666666666
44.0,Male,Employé(e),Lebanon,"['Whatsapp', 'Facebook']",Whatsapp,Facebook,1–2 heures,"['Matin', 'Après-midi']","['Envoi de messages privés']",3.0,"['Calme']",Non,"On m’interrompt (appel, message, quelqu’un qui me parle)",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Moins regarder",1.5,1,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
63.0,Female,Retraité(e),France,"['Facebook', 'Youtube']",Facebook,Youtube,2–3 heures,"['Après-midi']","['Divertissement / vidéos', 'Scrolling / consommation passive']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",3,Parfois,Diminue,Rarement,Parfois,Non,Parfois,Rarement,0.0,Rarement,6.0,Oui,"Limiter les vidéos",2.5,0,1,0,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
49.0,Male,Employé(e),USA,"['LinkedIn', 'X']",LinkedIn,X,1–2 heures,"['Matin', 'Soir']","['Travail / veille professionnelle', 'Actualités']",4.0,"['Neutre']",Non,"Je me rends compte que j’ai autre chose à faire",3,Parfois,Diminue,Parfois,Souvent,Parfois,Parfois,Parfois,2.0,Parfois,5.0,Je ne sais pas,"Limiter les actus",1.5,1,0,1,0,1,-1,0.5,0.5,0.5,0.5,0.5,0.0,2.5,41.66666666666667
54.0,Female,Employé(e),France,"['Instagram', 'Pinterest']",Instagram,Pinterest,1–2 heures,"['Après-midi', 'Soir']","['Inspiration / contenu créatif']",3.0,"['Inspiré(e)']",Non,"Je me rends compte que j’ai autre chose à faire",3,Parfois,Diminue,Rarement,Souvent,Non,Parfois,Rarement,1.0,Rarement,6.0,Oui,"Moins le soir",1.5,0,1,1,0,1,-1,0.25,0.5,0.25,0.25,0.0,0.0,1.25,20.833333333333336
42.0,Female,Employé(e),Tunisia,"['Instagram', 'Tiktok']",Instagram,Tiktok,2–3 heures,"['Soir']","['Divertissement / vidéos', 'Scrolling / consommation passive']",3.0,"['Calme']",Non,"Il se fait tard / je dois dormir",4,Parfois,Diminue,Parfois,Souvent,Parfois,Parfois,Parfois,2.0,Parfois,5.0,Je ne sais pas,"Limiter les sessions longues",2.5,0,0,1,0,1,-1,0.5,0.5,0.5,0.5,0.5,0.0,2.5,41.66666666666667
60.0,Male,Retraité(e),Lebanon,"['Facebook', 'Youtube']",Youtube,Facebook,2–3 heures,"['Après-midi']","['Divertissement / vidéos']",2.0,"['Détendu(e)']",Non,"Je commence à avoir mal aux yeux / je suis fatigué(e)",2,Non,Diminue,Rarement,Parfois,Non,Rarement,Rarement,0.0,Rarement,6.0,Oui,"Limiter les vidéos",2.5,0,1,0,0,0,-1,0.25,0.25,0.25,0.25,0.0,0.0,1.0,16.666666666666664
55.0,Female,Employé(e),USA,"['Facebook', 'Instagram']",Facebook,Instagram,2–3 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive']",2.0,"['Neutre']",Non,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Diminue,Parfois,Tous les soirs,Oui,Souvent,Souvent,4.0,Parfois,4.0,Non,"Réduire le nocturne",2.5,0,0,1,1,2,-1,0.5,1.0,1.0,0.5,1.0,0.0,4.0,66.66666666666666
